tiff_file,prompt,category,ground_truth
Thermal_588,"Which of the two shoes has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_590,"Between the chair on the right and the chair on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_590,"Between the chair on the right and the chair on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_590,"Which shoe is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_590,"Between the shoe on the right and the shoe on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_591,"Between the shoe on the right and the shoe on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_591,"Which of the two shoes has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_592,"Between the chair on the left and the chair on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_592,"Which chair is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_592,"Between the shoe on the right and the shoe on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_592,"Between the shoe on the right and the shoe on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_597,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_597,"Which chair is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_599,"Between the chair on the left and the chair on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_599,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_599,"Which of the two shoes has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_599,"Which of the two shoes has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_6,"Which person is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_6,"Between the person on the left and the person on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_6,"Which of the two shoes has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_6,"Which of the two shoes has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_600,"Which chair is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_600,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_600,"Which of the two shoes has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_600,"Which shoe is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_61,"Which person is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_61,"Between the person on the right and the person on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_612,"Which chair is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_612,"Which chair is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_613,"Between the chair on the right and the chair on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_613,"Which of the two chairs has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_63,"Between the chair on the left and the chair on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_63,"Which chair is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_63,"Which person is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_63,"Which of the two persons has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_63,"Which of the two shoes has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_63,"Between the shoe on the right and the shoe on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_631,"Which of the two chairs has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_631,"Which of the two chairs has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
